,importance
flow_iat_mean,0.3403035050567298
flow_iat_max,0.2538069445952999
pkt_len_min,0.14876952513103342
flow_duration,0.11668928149984051
flow_iat_min,0.07934247503494593
pkt_len_mean,0.01703973037312976
pkt_len_max,0.012077712317971471
flow_iat_std,0.01124448263042136
pkt_len_std,0.010905203815644096
pkt_len_var,0.006453601783880764
tot_pkts,0.0033675377611030403
